"RcptCode","RcptNo","ROCode","RONo","RcptDate","RcptAmt","PayMode","ChqNo","BankName","Rmk"
$471.00,$2067.00,$1068.00,$3123.00,30-10-2018 0:00:00,$30000.00,"NEFT / RTGS","","",""
$472.00,$2068.00,$919.00,$2973.00,15-11-2018 0:00:00,$30000.00,"NEFT / RTGS","","",""
$473.00,$2069.00,$1069.00,$3124.00,28-11-2018 0:00:00,$20000.00,"NEFT / RTGS","","",""
$474.00,$2070.00,$1070.00,$3125.00,24-12-2018 0:00:00,$45000.00,"NEFT / RTGS","","",""
$475.00,$2071.00,$1376.00,$3431.00,28-12-2018 0:00:00,$2230.00,"CASH","---","----",""
$476.00,$2072.00,$1301.00,$3356.00,31-12-2018 0:00:00,$7076.00,"CHEQUE","000005","HDFC BANK",""
$477.00,$2073.00,$526.00,$2580.00,10-5-2018 0:00:00,$18832.00,"CHEQUE","147640","PRATHMA BANK",""
$478.00,$2074.00,$1225.00,$3280.00,8-1-2019 0:00:00,$20000.00,"NEFT / RTGS","","K BANK ",""
$479.00,$2075.00,$1298.00,$3353.00,7-1-2019 0:00:00,$7646.00,"CASH","","",""
$481.00,$2077.00,$1262.00,$3317.00,28-12-2018 0:00:00,$74650.00,"NEFT / RTGS","","",""
$482.00,$2078.00,$1302.00,$3357.00,3-1-2019 0:00:00,$81200.00,"NEFT / RTGS","","",""
$483.00,$2079.00,$1331.00,$3386.00,5-1-2019 0:00:00,$45062.00,"NEFT / RTGS","","",""
$484.00,$2080.00,$1384.00,$3439.00,27-12-2018 0:00:00,$940642.00,"CHEQUE","180198","PNB",""
$485.00,$2081.00,$1449.00,$3504.00,17-1-2019 0:00:00,$525.00,"CHEQUE","CASH","",""
$486.00,$2082.00,$1450.00,$3505.00,17-1-2019 0:00:00,$5261.00,"CASH","","CASH","AFTER 10% DISCOUNT"
$487.00,$2083.00,$1357.00,$3412.00,21-1-2019 0:00:00,$11676.00,"NEFT / RTGS","","",""
$488.00,$2084.00,$1470.00,$3525.00,24-1-2019 0:00:00,$5568.00,"CHEQUE","648762","VIJAYA BANK","AFTER 5% DISCOUNT."
$480.00,$2076.00,$1371.00,$3426.00,4-1-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$481.00,$2077.00,$1371.00,$3426.00,25-1-2019 0:00:00,$150152.00,"NEFT / RTGS","","",""
$489.00,$2085.00,$1324.00,$3379.00,19-1-2019 0:00:00,$4460.00,"CHEQUE","764556","STATE BANK LTD.",""
$490.00,$2086.00,$1482.00,$3537.00,25-1-2019 0:00:00,$950.00,"CASH","","",""
$491.00,$2087.00,$1482.00,$3537.00,28-1-2019 0:00:00,$1000.00,"CASH","","",""
$492.00,$2088.00,$1385.00,$3440.00,30-1-2019 0:00:00,$4460.00,"NEFT / RTGS","","",""
$493.00,$2089.00,$1353.00,$3408.00,31-1-2019 0:00:00,$8920.00,"CASH","430174","PNB ",""
$494.00,$2090.00,$1313.00,$3368.00,1-2-2019 0:00:00,$21998.00,"CHEQUE","000085","HDFC BANK",""
$495.00,$2091.00,$1382.00,$3437.00,31-1-2019 0:00:00,$10000.00,"NEFT / RTGS","","",""
$496.00,$2092.00,$1320.00,$3375.00,29-1-2019 0:00:00,$4460.00,"CHEQUE","087897","ORIENTAL BANK OF COMMERCE",""
$497.00,$2093.00,$1428.00,$3483.00,31-1-2019 0:00:00,$33264.00,"NEFT / RTGS","","",""
$498.00,$2094.00,$1397.00,$3452.00,31-1-2019 0:00:00,$26070.00,"NEFT / RTGS","","",""
$499.00,$2095.00,$1407.00,$3462.00,30-1-2019 0:00:00,$59918.00,"NEFT / RTGS","","",""
$500.00,$2096.00,$1346.00,$3401.00,6-2-2019 0:00:00,$2230.00,"CASH","","",""
$501.00,$2097.00,$1356.00,$3411.00,7-2-2019 0:00:00,$141703.00,"NEFT / RTGS","","",""
$502.00,$2098.00,$1471.00,$3526.00,6-2-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$503.00,$2099.00,$1426.00,$3481.00,6-2-2019 0:00:00,$26227.00,"CHEQUE","002554","TOTAK MAHINDRA",""
$504.00,$2100.00,$1520.00,$3575.00,12-2-2019 0:00:00,$3890.00,"CASH","","",""
$505.00,$2101.00,$1485.00,$3540.00,9-2-2019 0:00:00,$411091.00,"CHEQUE","180221","PNB",""
$506.00,$2102.00,$1531.00,$3586.00,14-2-2019 0:00:00,$2000.00,"CASH","","",""
$507.00,$2103.00,$1043.00,$3098.00,14-2-2019 0:00:00,$2000.00,"CASH","-----","",""
$508.00,$2104.00,$1463.00,$3518.00,15-2-2019 0:00:00,$44604.00,"CHEQUE","973229","VIJAYA BANK",""
$509.00,$2105.00,$1552.00,$3607.00,21-2-2019 0:00:00,$1950.00,"CHEQUE","","",""
$510.00,$2106.00,$1573.00,$3628.00,25-2-2019 0:00:00,$1150.00,"CASH","","",""
$511.00,$2107.00,$1481.00,$3536.00,6-3-2019 0:00:00,$12106.00,"CHEQUE","430188","PNG",""
$513.00,$2109.00,$1431.00,$3486.00,13-2-2019 0:00:00,$10000.00,"NEFT / RTGS","","",""
$512.00,$2108.00,$1460.00,$3515.00,22-3-2019 0:00:00,$10000.00,"CHEQUE","211538","INDIAN OVERSEAS BANK",""
$514.00,$2110.00,$1466.00,$3521.00,3-3-2019 0:00:00,$10000.00,"CHEQUE","211539","INDIAN OVERSEAS BANK",""
$515.00,$2111.00,$1538.00,$3593.00,6-3-2019 0:00:00,$9185.00,"CHEQUE","482746","PUNJAB NATIONAL BANK",""
$516.00,$2112.00,$1605.00,$3660.00,11-3-2019 0:00:00,$1950.00,"CASH","","",""
$517.00,$2113.00,$1315.00,$3370.00,11-3-2019 0:00:00,$13268.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$518.00,$2114.00,$1607.00,$3662.00,13-3-2019 0:00:00,$1193.00,"CASH","CASH","",""
$519.00,$2115.00,$1611.00,$3666.00,14-3-2019 0:00:00,$2000.00,"CASH","","",""
$520.00,$2116.00,$1620.00,$3675.00,16-3-2019 0:00:00,$1150.00,"CASH","","","AFTER DISCOUNT"
$521.00,$2117.00,$1616.00,$3671.00,16-3-2019 0:00:00,$957.00,"CASH","","",""
$522.00,$2118.00,$1635.00,$3690.00,23-3-2019 0:00:00,$2000.00,"CASH","","",""
$523.00,$2119.00,$1636.00,$3691.00,23-3-2019 0:00:00,$1950.00,"CASH","","","AFTER DISCOUNT"
$525.00,$2121.00,$1586.00,$3641.00,18-3-2019 0:00:00,$4000.00,"CHEQUE","657236","UTKARSH SMALL FINANCE BANK",""
$526.00,$2122.00,$1612.00,$3667.00,24-3-2019 0:00:00,$3345.00,"CHEQUE","357233","UTKARSH SMALL FINANCE BANK",""
$527.00,$2123.00,$1612.00,$3667.00,29-3-2019 0:00:00,$3345.00,"CHEQUE","657235","UTKARSH SMALL FINANCE BANK",""
$528.00,$2124.00,$1478.00,$3533.00,22-2-2019 0:00:00,$18191.00,"CHEQUE","000304","HDFC BANK",""
$529.00,$2125.00,$1582.00,$3637.00,25-2-2019 0:00:00,$4000.00,"CHEQUE","00038","KOTAK MAHINDRA",""
$530.00,$2126.00,$1077.00,$3132.00,17-3-2019 0:00:00,$20000.00,"CHEQUE","103538","AXIS BANK LTD.",""
$531.00,$2127.00,$1606.00,$3661.00,20-3-2019 0:00:00,$4000.00,"CHEQUE","000891","AXIS BANK LTD.",""
$532.00,$2128.00,$1432.00,$3487.00,23-3-2019 0:00:00,$4200.00,"CASH","","",""
$533.00,$2129.00,$1508.00,$3563.00,1-3-2019 0:00:00,$904.00,"NEFT / RTGS","","",""
$534.00,$2130.00,$1476.00,$3531.00,27-2-2019 0:00:00,$12852.00,"NEFT / RTGS","","",""
$524.00,$2120.00,$1489.00,$3544.00,12-3-2019 0:00:00,$15000.00,"CASH","","",""
$535.00,$2131.00,$1472.00,$3527.00,19-1-2019 0:00:00,$94273.00,"NEFT / RTGS","","",""
$536.00,$2132.00,$1479.00,$3534.00,1-3-2019 0:00:00,$51630.00,"NEFT / RTGS","","",""
$537.00,$2133.00,$1496.00,$3551.00,12-3-2019 0:00:00,$37340.00,"NEFT / RTGS","","",""
$538.00,$2134.00,$1497.00,$3552.00,19-3-2019 0:00:00,$61030.00,"NEFT / RTGS","","",""
$539.00,$2135.00,$1624.00,$3679.00,25-3-2019 0:00:00,$2200.00,"CASH","","",""
$540.00,$2136.00,$1626.00,$3681.00,20-3-2019 0:00:00,$1950.00,"CASH","","",""
$541.00,$2137.00,$1561.00,$3616.00,28-3-2019 0:00:00,$9208.00,"NEFT / RTGS","","",""
$542.00,$2138.00,$1648.00,$3703.00,30-3-2019 0:00:00,$665.00,"CASH","","",""
$543.00,$2139.00,$1649.00,$3704.00,29-3-2019 0:00:00,$472.00,"CASH","","",""
$544.00,$2140.00,$1517.00,$3572.00,30-3-2019 0:00:00,$4460.00,"CASH","","",""
$545.00,$2141.00,$1498.00,$3553.00,29-3-2019 0:00:00,$29368.00,"CHEQUE","286416","AXIS BANK LTD.","PAYMENT OF 3 BILL"
$546.00,$2142.00,$1459.00,$3514.00,30-3-2019 0:00:00,$13381.00,"CHEQUE","363639","AXIS BANK LTD.",""
$547.00,$2143.00,$1010.00,$3065.00,13-9-2018 0:00:00,$100000.00,"NEFT / RTGS","","",""
$548.00,$2144.00,$1157.00,$3212.00,3-11-2018 0:00:00,$128726.00,"NEFT / RTGS","","",""
$549.00,$2145.00,$1430.00,$3485.00,9-1-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$550.00,$2146.00,$1480.00,$3535.00,23-1-2019 0:00:00,$328856.00,"NEFT / RTGS","","",""
$551.00,$2147.00,$1578.00,$3633.00,27-2-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$552.00,$2148.00,$1608.00,$3663.00,12-3-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$553.00,$2149.00,$1617.00,$3672.00,15-3-2019 0:00:00,$333383.00,"NEFT / RTGS","","",""
$555.00,$2151.00,$1667.00,$3722.00,6-4-2019 0:00:00,$1270.00,"NEFT / RTGS","","","SCHEME 2+1"
$556.00,$2152.00,$1669.00,$3724.00,6-4-2019 0:00:00,$2000.00,"CASH","","",""
$557.00,$2153.00,$1670.00,$3725.00,7-4-2019 0:00:00,$2000.00,"CHEQUE","CASH","","AFTER DISCOUNT"
$558.00,$2154.00,$1619.00,$3674.00,8-4-2019 0:00:00,$44226.00,"NEFT / RTGS","","",""
$525.00,$2121.00,$1489.00,$3544.00,12-4-2019 0:00:00,$20000.00,"NEFT / RTGS","","",""
$559.00,$2155.00,$1521.00,$3576.00,13-2-2019 0:00:00,$8920.00,"CHEQUE","000037","KOTAK MAHINDARA",""
$560.00,$2156.00,$1595.00,$3650.00,15-4-2019 0:00:00,$13381.00,"CHEQUE","466162","SBI",""
$561.00,$2157.00,$1389.00,$3444.00,2-3-2019 0:00:00,$17539.00,"CHEQUE","033803","PRATHMA BANK",""
$562.00,$2158.00,$1468.00,$3523.00,28-3-2019 0:00:00,$17539.00,"CHEQUE","033816","PRATHMA BANK",""
$563.00,$2159.00,$1558.00,$3613.00,18-4-2019 0:00:00,$17539.00,"CHEQUE","033880","PRATHMA BANK",""
$564.00,$2160.00,$1499.00,$3554.00,22-4-2019 0:00:00,$33157.00,"NEFT / RTGS","","",""
$565.00,$2161.00,$1639.00,$3694.00,22-4-2019 0:00:00,$10000.00,"CASH","","",""
$566.00,$2162.00,$1706.00,$3761.00,25-4-2019 0:00:00,$2000.00,"CASH","","",""
$567.00,$2163.00,$1678.00,$3733.00,26-4-2019 0:00:00,$3823.00,"CHEQUE","111655","UTKARSH SMALL FINANCE BANK",""
$568.00,$2164.00,$1705.00,$3760.00,26-4-2019 0:00:00,$7850.00,"CASH","","",""
$569.00,$2165.00,$1704.00,$3759.00,4-5-2019 0:00:00,$6000.00,"CASH","","",""
$570.00,$2166.00,$1674.00,$3729.00,17-5-2019 0:00:00,$8996.00,"CHEQUE","177694","CENTRAL BANK OF INDIA",""
$571.00,$2167.00,$1696.00,$3751.00,3-5-2019 0:00:00,$8996.00,"CHEQUE","177773","CENTRAL BANK OF INDIA",""
$572.00,$2168.00,$1663.00,$3718.00,2-5-2019 0:00:00,$133678.00,"CHEQUE","411067","PNB",""
$573.00,$2169.00,$1593.00,$3648.00,29-4-2019 0:00:00,$26762.00,"CHEQUE","363715","AXIS BANK ","2  RO PAYMENT"
$574.00,$2170.00,$1625.00,$3680.00,26-4-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$575.00,$2171.00,$1494.00,$3549.00,22-4-2019 0:00:00,$20000.00,"NEFT / RTGS","","",""
$554.00,$2150.00,$1647.00,$3702.00,4-4-2019 0:00:00,$38115.00,"CHEQUE","000020","HDFC BANK","PAYMENT OF 4 BILL"
$576.00,$2172.00,$1652.00,$3707.00,4-5-2019 0:00:00,$8920.00,"NEFT / RTGS","","",""
$577.00,$2173.00,$1725.00,$3780.00,7-5-2019 0:00:00,$2598.00,"CASH","","",""
$578.00,$2174.00,$1733.00,$3788.00,9-5-2019 0:00:00,$5196.00,"CASH","","",""
$579.00,$2175.00,$1721.00,$3776.00,9-5-2019 0:00:00,$4540.00,"CASH","","",""
$580.00,$2176.00,$1736.00,$3791.00,9-5-2019 0:00:00,$1940.00,"CASH","","",""
$581.00,$2177.00,$1744.00,$3799.00,13-5-2019 0:00:00,$2000.00,"CASH","","","AFTER DISCOUNT"
$582.00,$2178.00,$1656.00,$3711.00,4-5-2019 0:00:00,$49333.00,"CHEQUE","000006","HDFC BANK",""
$583.00,$2179.00,$1707.00,$3762.00,14-5-2019 0:00:00,$97431.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$584.00,$2180.00,$1769.00,$3824.00,23-5-2019 0:00:00,$5196.00,"CASH","","",""
$585.00,$2181.00,$1793.00,$3848.00,29-5-2019 0:00:00,$4900.00,"CHEQUE","--","","AFTER DISCOUNT"
$586.00,$2182.00,$1716.00,$3771.00,6-6-2019 0:00:00,$2009.00,"CASH","","",""
$587.00,$2183.00,$1708.00,$3763.00,6-6-2019 0:00:00,$5846.00,"CASH","","",""
$588.00,$2184.00,$1806.00,$3861.00,4-6-2019 0:00:00,$4785.00,"CASH","","",""
$589.00,$2185.00,$1807.00,$3862.00,4-6-2019 0:00:00,$2875.00,"CASH","","",""
$590.00,$2186.00,$1808.00,$3863.00,4-6-2019 0:00:00,$3300.00,"CASH","","",""
$591.00,$2187.00,$1800.00,$3855.00,1-6-2019 0:00:00,$950.00,"CASH","","",""
$592.00,$2188.00,$1795.00,$3850.00,30-5-2019 0:00:00,$315.00,"CASH","","",""
$593.00,$2189.00,$1785.00,$3840.00,28-5-2019 0:00:00,$472.00,"CASH","","",""
$594.00,$2190.00,$1786.00,$3841.00,28-5-2019 0:00:00,$315.00,"CASH","","",""
$595.00,$2191.00,$1773.00,$3828.00,24-5-2019 0:00:00,$4741.00,"CASH","","",""
$596.00,$2192.00,$1774.00,$3829.00,24-5-2019 0:00:00,$2743.00,"CASH","","",""
$597.00,$2193.00,$1775.00,$3830.00,24-5-2019 0:00:00,$3815.00,"CASH","","",""
$598.00,$2194.00,$1771.00,$3826.00,4-6-2019 0:00:00,$7015.00,"CASH","","",""
$599.00,$2195.00,$1741.00,$3796.00,10-5-2019 0:00:00,$1000.00,"CASH","","",""
$600.00,$2196.00,$1776.00,$3831.00,8-6-2019 0:00:00,$5097.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$601.00,$2197.00,$1799.00,$3854.00,8-6-2019 0:00:00,$10584.00,"CHEQUE","000271","BANK OF BARODA ",""
$602.00,$2198.00,$1830.00,$3885.00,11-6-2019 0:00:00,$1458.00,"CASH","","",""
$603.00,$2199.00,$1832.00,$3887.00,12-6-2019 0:00:00,$3900.00,"CASH","","","AFTER 5% DISCOUNT"
$604.00,$2200.00,$1720.00,$3775.00,12-6-2019 0:00:00,$10195.00,"CHEQUE","793691","PNB ",""
$605.00,$2201.00,$1772.00,$3827.00,28-6-2019 0:00:00,$10195.00,"CHEQUE","793692","PNB",""
$606.00,$2202.00,$1761.00,$3816.00,13-6-2019 0:00:00,$2548.00,"CASH","","",""
$608.00,$2204.00,$1748.00,$3803.00,17-6-2019 0:00:00,$57915.00,"NEFT / RTGS","","",""
$609.00,$2205.00,$1768.00,$3823.00,15-6-2019 0:00:00,$140847.00,"CHEQUE","180278","PNB",""
$607.00,$2203.00,$1756.00,$3811.00,3-6-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$608.00,$2204.00,$1756.00,$3811.00,14-6-2019 0:00:00,$100000.00,"CHEQUE","","",""
$610.00,$2206.00,$1751.00,$3806.00,18-6-2019 0:00:00,$3820.00,"CASH","","",""
$612.00,$2208.00,$1840.00,$3895.00,17-6-2019 0:00:00,$350.00,"CASH","","",""
$611.00,$2207.00,$1835.00,$3890.00,17-6-2019 0:00:00,$160.00,"CASH","","",""
$613.00,$2209.00,$1533.00,$3588.00,25-5-2019 0:00:00,$10000.00,"CASH","","",""
$614.00,$2210.00,$1533.00,$3588.00,25-5-2019 0:00:00,$10000.00,"CASH","","",""
$615.00,$2211.00,$1597.00,$3652.00,19-6-2019 0:00:00,$21000.00,"NEFT / RTGS","","",""
$616.00,$2212.00,$1604.00,$3659.00,8-5-2019 0:00:00,$22439.00,"CHEQUE","102656","IDBI BANK",""
$617.00,$2213.00,$1666.00,$3721.00,20-6-2019 0:00:00,$21448.00,"CHEQUE","102693","IDBI BANK",""
$618.00,$2214.00,$1859.00,$3914.00,25-6-2019 0:00:00,$2000.00,"CASH","","",""
$619.00,$2215.00,$1848.00,$3903.00,1-1-2001 0:00:00,$631.00,"CASH","","",""
$620.00,$2216.00,$1849.00,$3904.00,25-6-2019 0:00:00,$525.00,"CASH","","",""
$621.00,$2217.00,$1857.00,$3912.00,25-6-2019 0:00:00,$1000.00,"CASH","","",""
$622.00,$2218.00,$1802.00,$3857.00,26-6-2019 0:00:00,$2630.00,"CHEQUE","","",""
$623.00,$2219.00,$1653.00,$3708.00,27-6-2019 0:00:00,$11410.00,"CHEQUE","364112","AXIS BANK LTD.",""
$624.00,$2220.00,$1787.00,$3842.00,26-6-2019 0:00:00,$81705.00,"NEFT / RTGS","","",""
$625.00,$2221.00,$1796.00,$3851.00,24-6-2019 0:00:00,$15292.00,"CHEQUE","007140","ALLHAHABAD BANK",""
$626.00,$2222.00,$1794.00,$3849.00,24-6-2019 0:00:00,$14915.00,"CHEQUE","000625","KOTAK MAHINDRA BANK",""
$627.00,$2223.00,$1679.00,$3734.00,24-6-2019 0:00:00,$10195.00,"CHEQUE","462891","PNB",""
$628.00,$2224.00,$1817.00,$3872.00,27-6-2019 0:00:00,$10195.00,"CASH","","",""
$629.00,$2225.00,$1818.00,$3873.00,27-6-2019 0:00:00,$11799.00,"CASH","","",""
$631.00,$2227.00,$1883.00,$3938.00,2-7-2019 0:00:00,$1900.00,"CASH","","","AFTER DISCOUNT"
$630.00,$2226.00,$1755.00,$3810.00,29-6-2019 0:00:00,$10000.00,"CASH","","",""
$632.00,$2228.00,$1858.00,$3913.00,2-7-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$634.00,$2230.00,$1743.00,$3798.00,12-7-2019 0:00:00,$10195.00,"CHEQUE","462905","PNB",""
$635.00,$2231.00,$1869.00,$3924.00,5-7-2019 0:00:00,$2400.00,"CASH","","",""
$636.00,$2232.00,$1729.00,$3784.00,5-7-2019 0:00:00,$3823.00,"CHEQUE","111662","UTKARSH SMALL FINANCE ",""
$637.00,$2233.00,$1764.00,$3819.00,6-7-2019 0:00:00,$10990.00,"CASH","","",""
$638.00,$2234.00,$1563.00,$3618.00,12-4-2019 0:00:00,$3780.00,"CASH","","",""
$639.00,$2235.00,$1710.00,$3765.00,5-7-2019 0:00:00,$2721.00,"CHEQUE","193415","PNB",""
$640.00,$2236.00,$1811.00,$3866.00,6-7-2019 0:00:00,$16800.00,"NEFT / RTGS","","",""
$631.00,$2227.00,$1755.00,$3810.00,6-7-2019 0:00:00,$5000.00,"CASH","","",""
$641.00,$2237.00,$1766.00,$3821.00,21-5-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$642.00,$2238.00,$1886.00,$3941.00,3-7-2019 0:00:00,$200000.00,"CASH","","",""
$643.00,$2239.00,$1897.00,$3952.00,10-7-2019 0:00:00,$4540.00,"CASH","","",""
$644.00,$2240.00,$1394.00,$3449.00,5-1-2019 0:00:00,$4536.00,"CASH","","",""
$645.00,$2241.00,$1599.00,$3654.00,16-3-2019 0:00:00,$4536.00,"CASH","","",""
$646.00,$2242.00,$1664.00,$3719.00,10-4-2019 0:00:00,$4536.00,"CASH","","",""
$647.00,$2243.00,$1726.00,$3781.00,25-6-2019 0:00:00,$4540.00,"CASH","","",""
$648.00,$2244.00,$1816.00,$3871.00,25-6-2019 0:00:00,$4540.00,"CASH","","",""
$633.00,$2229.00,$1750.00,$3805.00,18-7-2019 0:00:00,$7646.00,"NEFT / RTGS","111665","UTKASRSH SAMALL FINANCE BANK",""
$649.00,$2245.00,$1896.00,$3951.00,20-7-2019 0:00:00,$2000.00,"CASH","","",""
$651.00,$2247.00,$1640.00,$3695.00,6-6-2019 0:00:00,$13537.00,"CHEQUE","748523","YES BANK ",""
$652.00,$2248.00,$1688.00,$3743.00,20-7-2019 0:00:00,$5730.00,"CASH","","",""
$653.00,$2249.00,$1737.00,$3792.00,22-7-2019 0:00:00,$6115.00,"NEFT / RTGS","","",""
$654.00,$2250.00,$1941.00,$3996.00,31-7-2019 0:00:00,$184.00,"CASH","","",""
$655.00,$2251.00,$1942.00,$3997.00,31-7-2019 0:00:00,$840.00,"CASH","","",""
$656.00,$2252.00,$1875.00,$3930.00,3-8-2019 0:00:00,$10195.00,"CHEQUE","182786","CENTRAL BANK OF INDIA",""
$657.00,$2253.00,$1864.00,$3919.00,2-8-2019 0:00:00,$5097.00,"CHEQUE","647771","AXIS BANK LTD.",""
$658.00,$2254.00,$1911.00,$3966.00,2-8-2019 0:00:00,$11088.00,"CHEQUE","000736","ICICI BANK","2 AD PAYMENT"
$659.00,$2255.00,$1903.00,$3958.00,13-7-2019 0:00:00,$1000.00,"CASH","","",""
$660.00,$2256.00,$1931.00,$3986.00,26-7-2019 0:00:00,$1000.00,"CASH","","",""
$661.00,$2257.00,$1945.00,$4000.00,31-7-2019 0:00:00,$1000.00,"CASH","","",""
$662.00,$2258.00,$1747.00,$3802.00,15-5-2019 0:00:00,$2000.00,"","","",""
$663.00,$2259.00,$1889.00,$3944.00,27-7-2019 0:00:00,$530.00,"CASH","","",""
$665.00,$2261.00,$1899.00,$3954.00,6-8-2019 0:00:00,$2548.00,"CASH","","",""
$666.00,$2262.00,$1838.00,$3893.00,9-8-2019 0:00:00,$100000.00,"CHEQUE","371217","STATE BANK OF INDIA",""
$667.00,$2263.00,$1948.00,$4003.00,13-8-2019 0:00:00,$4540.00,"CASH","","",""
$668.00,$2264.00,$1902.00,$3957.00,13-8-2019 0:00:00,$13860.00,"NEFT / RTGS","","",""
$669.00,$2265.00,$1959.00,$4014.00,7-8-2019 0:00:00,$50000.00,"CASH","","",""
$670.00,$2266.00,$1959.00,$4014.00,14-8-2019 0:00:00,$23080.00,"CASH","","",""
$671.00,$2267.00,$1984.00,$4039.00,19-8-2019 0:00:00,$19191.00,"CHEQUE","182856","CENTRAL BANK OF INDIA","PAYMENT OF 2 RO"
$672.00,$2268.00,$1999.00,$4054.00,20-8-2019 0:00:00,$520.00,"CASH","--","---",""
$650.00,$2246.00,$1860.00,$3915.00,20-7-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$651.00,$2247.00,$1860.00,$3915.00,6-8-2019 0:00:00,$81421.00,"NEFT / RTGS","","",""
$673.00,$2269.00,$1917.00,$3972.00,14-8-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$674.00,$2270.00,$1917.00,$3972.00,20-8-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$675.00,$2271.00,$2001.00,$4056.00,21-8-2019 0:00:00,$11340.00,"CASH","","",""
$676.00,$2272.00,$1933.00,$3988.00,23-8-2019 0:00:00,$3906.00,"CHEQUE","000278","KARNATAKA BANK LTD.",""
$677.00,$2273.00,$1698.00,$3753.00,22-5-2019 0:00:00,$19089.00,"NEFT / RTGS","","",""
$678.00,$2274.00,$1966.00,$4021.00,2-9-2019 0:00:00,$20390.00,"CHEQUE","000007","KOTAK MAHINDRA BANK",""
$679.00,$2275.00,$1973.00,$4028.00,30-8-2019 0:00:00,$9070.00,"CASH","","",""
$680.00,$2276.00,$1961.00,$4016.00,5-9-2019 0:00:00,$7646.00,"CHEQUE","001042","THE NAINITAL BANK",""
$681.00,$2277.00,$1610.00,$3665.00,13-5-2019 0:00:00,$5186.00,"NEFT / RTGS","","",""
$682.00,$2278.00,$1809.00,$3864.00,30-7-2019 0:00:00,$24663.00,"NEFT / RTGS","","",""
$683.00,$2279.00,$1831.00,$3886.00,22-8-2019 0:00:00,$25583.00,"NEFT / RTGS","","",""
$684.00,$2280.00,$1888.00,$3943.00,5-9-2019 0:00:00,$30888.00,"NEFT / RTGS","","",""
$685.00,$2281.00,$1938.00,$3993.00,30-7-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$686.00,$2282.00,$1988.00,$4043.00,16-8-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$687.00,$2283.00,$2017.00,$4072.00,4-9-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$688.00,$2284.00,$1125.00,$3180.00,16-10-2018 0:00:00,$171760.00,"NEFT / RTGS","","",""
$689.00,$2285.00,$1386.00,$3441.00,27-12-2018 0:00:00,$200000.00,"NEFT / RTGS","","",""
$690.00,$2286.00,$1813.00,$3868.00,1-6-2019 0:00:00,$185714.00,"NEFT / RTGS","","",""
$691.00,$2287.00,$1825.00,$3880.00,7-6-2019 0:00:00,$53387.00,"NEFT / RTGS","","",""
$692.00,$2288.00,$1916.00,$3971.00,16-7-2019 0:00:00,$214806.00,"NEFT / RTGS","","",""
$693.00,$2289.00,$1934.00,$3989.00,30-7-2019 0:00:00,$20000.00,"NEFT / RTGS","","",""
$694.00,$2290.00,$1923.00,$3978.00,31-8-2019 0:00:00,$83348.00,"NEFT / RTGS","","",""
$695.00,$2291.00,$2003.00,$4058.00,4-9-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$696.00,$2292.00,$1862.00,$3917.00,1-9-2019 0:00:00,$100000.00,"CHEQUE","069429","STATE BANK OF INDIA",""
$697.00,$2293.00,$1765.00,$3820.00,19-8-2019 0:00:00,$21622.00,"NEFT / RTGS","","",""
$698.00,$2294.00,$1826.00,$3881.00,4-9-2019 0:00:00,$10000.00,"CASH","","",""
$699.00,$2295.00,$1692.00,$3747.00,4-5-2019 0:00:00,$33600.00,"NEFT / RTGS","","",""
$700.00,$2296.00,$1650.00,$3705.00,8-5-2019 0:00:00,$51728.00,"CHEQUE","399708","AXIS BANK LD.",""
$701.00,$2297.00,$1709.00,$3764.00,6-6-2019 0:00:00,$8043.00,"CHEQUE","399544","AXIS BANK OF INDIA",""
$702.00,$2298.00,$1732.00,$3787.00,6-6-2019 0:00:00,$20390.00,"CHEQUE","000111","HDFC BANK",""
$703.00,$2299.00,$1701.00,$3756.00,10-6-2019 0:00:00,$75981.00,"CHEQUE","032453","BANK OF MAHARASHTRA ",""
$704.00,$2300.00,$1754.00,$3809.00,3-7-2019 0:00:00,$5097.00,"NEFT / RTGS","","",""
$705.00,$2301.00,$1690.00,$3745.00,10-7-2019 0:00:00,$4720.00,"CASH","","",""
$706.00,$2302.00,$1691.00,$3746.00,10-7-2019 0:00:00,$30585.00,"NEFT / RTGS","","",""
