"RcptCode","RcptNo","ROCode","RONo","RcptDate","RcptAmt","PayMode","ChqNo","BankName","Rmk"
$207.00,$1805.00,$452.00,$2506.00,24-3-2018 0:00:00,$2646.00,"CHEQUE","268255","SYNICATE BANK",""
$208.00,$1806.00,$436.00,$2490.00,28-2-2018 0:00:00,$9416.00,"NEFT / RTGS","","KARNATAKA BANK LTD",""
$209.00,$1807.00,$461.00,$2515.00,1-3-2018 0:00:00,$5100.00,"CASH","","","AFTER DISCOUNT"
$210.00,$1808.00,$385.00,$2439.00,3-3-2018 0:00:00,$14124.00,"CHEQUE","497975","AXIS BANK LTD.",""
$211.00,$1809.00,$448.00,$2502.00,5-3-2018 0:00:00,$11800.00,"CASH","","",""
$212.00,$1810.00,$397.00,$2451.00,5-3-2018 0:00:00,$20000.00,"NEFT / RTGS","","","NEFT "
$213.00,$1811.00,$383.00,$2437.00,1-1-2001 0:00:00,$2350.00,"CHEQUE","000261","KOTAK MAHINDRA BANK",""
$214.00,$1812.00,$377.00,$2431.00,6-3-2018 0:00:00,$9000.00,"CHEQUE","341124","AXIS BANK LTD",""
$215.00,$1813.00,$393.00,$2447.00,6-3-2018 0:00:00,$18713.00,"NEFT / RTGS","","KARNATAKA BANK LTD",""
$216.00,$1814.00,$469.00,$2523.00,6-3-2018 0:00:00,$930.00,"CASH","","",""
$217.00,$1815.00,$426.00,$2480.00,7-3-2018 0:00:00,$14000.00,"CASH","","",""
$218.00,$1816.00,$473.00,$2527.00,7-3-2018 0:00:00,$200000.00,"NEFT / RTGS","","KARNATAKA BANK LTD",""
$219.00,$1817.00,$460.00,$2514.00,28-2-2018 0:00:00,$2500.00,"CASH","","",""
$220.00,$1818.00,$477.00,$2531.00,10-3-2018 0:00:00,$1876.00,"CASH","--","--",""
$221.00,$1819.00,$323.00,$2377.00,11-3-2018 0:00:00,$8240.00,"CASH","","",""
$222.00,$1820.00,$295.00,$2349.00,12-3-2018 0:00:00,$2354.00,"CHEQUE","578155","STATE BANK OF INDIA",""
$223.00,$1821.00,$371.00,$2425.00,12-3-2018 0:00:00,$18832.00,"CHEQUE","147608","PRATHMA BANK LTD.",""
$224.00,$1822.00,$428.00,$2482.00,14-3-2018 0:00:00,$17811.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$268.00,$1865.00,$647.00,$2701.00,24-4-2018 0:00:00,$1270.00,"CASH","","",""
$269.00,$1866.00,$434.00,$2488.00,25-4-2018 0:00:00,$9832.00,"CHEQUE","363562","AXIS BANK",""
$270.00,$1867.00,$431.00,$2485.00,25-4-2018 0:00:00,$34170.00,"CHEQUE","284496","AXIS BANK.",""
$271.00,$1868.00,$360.00,$2414.00,23-3-2018 0:00:00,$13735.00,"CHEQUE","050121","DENA BANK ",""
$272.00,$1869.00,$538.00,$2592.00,26-4-2018 0:00:00,$100000.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$273.00,$1870.00,$656.00,$2710.00,27-4-2018 0:00:00,$4000.00,"CASH","---","---","AFTER DISCOUNT OF RS.95/-"
$274.00,$1871.00,$459.00,$2513.00,26-4-2018 0:00:00,$50000.00,"CHEQUE","211500","INDIAN OVERSEAS BANK",""
$275.00,$1872.00,$652.00,$2706.00,26-4-2018 0:00:00,$420.00,"CASH","","",""
$276.00,$1873.00,$653.00,$2707.00,26-4-2018 0:00:00,$300.00,"CASH","","","RS. 15/- DISCOUNT"
$277.00,$1874.00,$666.00,$2720.00,1-5-2018 0:00:00,$300.00,"CASH","","","RS-15/- DISCOUNT"
$278.00,$1875.00,$378.00,$2432.00,2-5-2018 0:00:00,$62365.00,"NEFT / RTGS","","","AFTER TDS -"
$279.00,$1876.00,$572.00,$2626.00,2-5-2018 0:00:00,$140255.00,"CHEQUE","121441","PUNJAB NATIONAL BANK",""
$280.00,$1877.00,$673.00,$2727.00,4-5-2018 0:00:00,$938.00,"CASH","","",""
$281.00,$1878.00,$674.00,$2728.00,4-5-2018 0:00:00,$1788.00,"CHEQUE","CASH","","AFTER 5% DISCOUNT"
$282.00,$1879.00,$601.00,$2655.00,5-5-2018 0:00:00,$13410.00,"CHEQUE","552179","YES BANK",""
$283.00,$1880.00,$632.00,$2686.00,6-5-2018 0:00:00,$5304.00,"CHEQUE","406748","YES BANK",""
$284.00,$1881.00,$629.00,$2683.00,5-5-2018 0:00:00,$10012.00,"CHEQUE","982579","INDUSLAND BANK",""
$285.00,$1882.00,$546.00,$2600.00,1-5-2018 0:00:00,$22516.00,"CHEQUE","052851","DENA BANK",""
$286.00,$1883.00,$638.00,$2692.00,10-5-2018 0:00:00,$234990.00,"NEFT / RTGS","","",""
$287.00,$1884.00,$486.00,$2540.00,2-5-2018 0:00:00,$9416.00,"CHEQUE","224268","AXIS BANK",""
$288.00,$1885.00,$551.00,$2605.00,15-5-2018 0:00:00,$27783.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$289.00,$1886.00,$661.00,$2715.00,16-5-2018 0:00:00,$34524.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$290.00,$1887.00,$671.00,$2725.00,15-5-2018 0:00:00,$200000.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$291.00,$1888.00,$677.00,$2731.00,5-5-2018 0:00:00,$1830.00,"CASH","","",""
$292.00,$1889.00,$668.00,$2722.00,17-5-2018 0:00:00,$2360.00,"CASH","","",""
$293.00,$1890.00,$545.00,$2599.00,19-5-2018 0:00:00,$37305.00,"NEFT / RTGS","","KARNATAKA BANK LTD",""
$294.00,$1891.00,$474.00,$2528.00,13-4-2018 0:00:00,$14124.00,"CASH","048867","BOI",""
$295.00,$1892.00,$574.00,$2628.00,19-5-2018 0:00:00,$14125.00,"CHEQUE","048886","BOI",""
$296.00,$1893.00,$479.00,$2533.00,21-5-2018 0:00:00,$35532.00,"CHEQUE","103573","AXIS BANK",""
$297.00,$1894.00,$713.00,$2767.00,22-5-2018 0:00:00,$1850.00,"CASH","","","AFTER DISCOUNT"
$298.00,$1895.00,$646.00,$2700.00,22-5-2018 0:00:00,$40014.00,"CHEQUE","001682","HDFC BANK",""
$299.00,$1896.00,$566.00,$2620.00,21-5-2018 0:00:00,$27800.00,"CHEQUE","154460","STATE BANK OF INDIA",""
$300.00,$1897.00,$524.00,$2578.00,21-5-2018 0:00:00,$15624.00,"CHEQUE","072460","CENTRAL BANK OF INDIA",""
$301.00,$1898.00,$506.00,$2560.00,25-5-2018 0:00:00,$31752.00,"CHEQUE","103574","AXIS BANK LTD.",""
$302.00,$1899.00,$487.00,$2541.00,10-5-2018 0:00:00,$50784.00,"CHEQUE","284517","AXIS BANK",""
$303.00,$1900.00,$600.00,$2654.00,29-5-2018 0:00:00,$40906.00,"CHEQUE","284393","AXIS BANK",""
$304.00,$1901.00,$567.00,$2621.00,29-5-2018 0:00:00,$10080.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$305.00,$1902.00,$717.00,$2771.00,1-1-2001 0:00:00,$1850.00,"CASH","","",""
$306.00,$1903.00,$597.00,$2651.00,30-5-2018 0:00:00,$9416.00,"CHEQUE","224324","AXIS BANK LTD.",""
$307.00,$1904.00,$390.00,$2444.00,30-5-2018 0:00:00,$17346.00,"CHEQUE","879645","STATE BANK OF INDIA",""
$308.00,$1905.00,$596.00,$2650.00,8-6-2018 0:00:00,$16480.00,"NEFT / RTGS","","","KARNATAKA BANK LTD."
$309.00,$1906.00,$698.00,$2752.00,5-6-2018 0:00:00,$118579.00,"CHEQUE","320653","PNB",""
$310.00,$1907.00,$576.00,$2630.00,18-5-2018 0:00:00,$37918.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$311.00,$1908.00,$739.00,$2793.00,5-6-2018 0:00:00,$100000.00,"NEFT / RTGS","","K BANK ",""
$312.00,$1909.00,$752.00,$2806.00,5-6-2018 0:00:00,$100000.00,"NEFT / RTGS","---","K BANK",""
$313.00,$1910.00,$731.00,$2785.00,6-6-2018 0:00:00,$517658.00,"CHEQUE","287615","PNB",""
$314.00,$1911.00,$711.00,$2765.00,11-6-2018 0:00:00,$6155.00,"NEFT / RTGS","---","K BANK",""
$315.00,$1912.00,$703.00,$2757.00,12-6-2018 0:00:00,$19278.00,"CHEQUE","---","KARNATAKABANK LTD.",""
$316.00,$1913.00,$692.00,$2746.00,12-6-2018 0:00:00,$42336.00,"CHEQUE","-----","KARNATAKA BANK LTD.",""
$318.00,$1915.00,$391.00,$2445.00,18-6-2018 0:00:00,$29736.00,"CHEQUE","559447","PNB",""
$319.00,$1916.00,$682.00,$2736.00,18-6-2018 0:00:00,$36102.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$320.00,$1917.00,$683.00,$2737.00,20-6-2018 0:00:00,$28130.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$321.00,$1918.00,$813.00,$2867.00,22-6-2018 0:00:00,$2009.00,"CASH","---","----",""
$322.00,$1919.00,$738.00,$2792.00,22-6-2018 0:00:00,$63126.00,"CHEQUE","000220","BOB",""
$323.00,$1920.00,$814.00,$2868.00,22-6-2018 0:00:00,$2360.00,"NEFT / RTGS","---","----","AFTER 5% GST DISCOUNT"
$324.00,$1914.00,$719.00,$2773.00,13-6-2018 0:00:00,$258943.00,"NEFT / RTGS","--","KARNATAKA BANK LTD.",""
$325.00,$1921.00,$821.00,$2875.00,25-6-2018 0:00:00,$4440.00,"CHEQUE","--","","AFTER 5% GST DISCOUNT"
$326.00,$1922.00,$829.00,$2883.00,27-6-2018 0:00:00,$2700.00,"CASH","","","AFTER DISCOUNT"
$327.00,$1923.00,$695.00,$2749.00,26-6-2018 0:00:00,$46451.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$328.00,$1924.00,$722.00,$2776.00,28-6-2018 0:00:00,$39332.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$329.00,$1925.00,$640.00,$2694.00,29-6-2018 0:00:00,$11702.00,"CHEQUE","056013","DENA BANK",""
$330.00,$1926.00,$744.00,$2798.00,29-6-2018 0:00:00,$8974.00,"CHEQUE","056014","DENA BANK",""
$331.00,$1927.00,$842.00,$2896.00,30-6-2018 0:00:00,$2000.00,"CASH","","",""
$332.00,$1928.00,$788.00,$2842.00,4-7-2018 0:00:00,$118579.00,"CHEQUE","320709","PNB BANK",""
$333.00,$1929.00,$832.00,$2886.00,6-7-2018 0:00:00,$1711.00,"CASH","","",""
$334.00,$1930.00,$833.00,$2887.00,6-7-2018 0:00:00,$1344.00,"CASH","","",""
$335.00,$1931.00,$845.00,$2899.00,1-7-2018 0:00:00,$200000.00,"CASH","","","CASH DEOSIT IN KB"
$336.00,$1932.00,$688.00,$2742.00,2-7-2018 0:00:00,$29610.00,"NEFT / RTGS","","K BANK",""
$337.00,$1933.00,$715.00,$2769.00,4-7-2018 0:00:00,$28972.66,"CHEQUE","001740","HDFC BANK",""
$338.00,$1934.00,$618.00,$2672.00,17-5-2018 0:00:00,$150000.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$339.00,$1935.00,$702.00,$2756.00,6-7-2018 0:00:00,$107082.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$340.00,$1936.00,$749.00,$2803.00,6-7-2018 0:00:00,$100000.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$341.00,$1937.00,$662.00,$2716.00,7-7-2018 0:00:00,$10000.00,"NEFT / RTGS","----","KARNATAKA BANK LTD.",""
$342.00,$1938.00,$763.00,$2817.00,10-7-2018 0:00:00,$34805.00,"NEFT / RTGS","-----","KARNATAKA BANK LTD.",""
$343.00,$1939.00,$781.00,$2835.00,10-7-2018 0:00:00,$38556.00,"NEFT / RTGS","NEFT","KARNATAKA BANK LTD.",""
$344.00,$1940.00,$857.00,$2911.00,11-7-2018 0:00:00,$7800.00,"CASH","","","AFTER DISCOUNT "
$345.00,$1941.00,$838.00,$2892.00,1-7-2018 0:00:00,$1000.00,"CASH","","",""
$346.00,$1942.00,$839.00,$2893.00,1-7-2018 0:00:00,$2000.00,"CASH","","",""
$347.00,$1943.00,$840.00,$2894.00,1-7-2018 0:00:00,$1800.00,"CASH","","","AFTER DISCOUNT"
$348.00,$1944.00,$867.00,$2921.00,14-7-2018 0:00:00,$957.00,"CASH","","","AFTER 5% DISCOUNT"
$349.00,$1945.00,$826.00,$2880.00,16-7-2018 0:00:00,$151685.00,"NEFT / RTGS","","KARNATAKABANK LTD.",""
$350.00,$1946.00,$819.00,$2873.00,20-7-2018 0:00:00,$9180.00,"CHEQUE","764549","KARNATAKABANK LTD.","RS. 500 CASH DISCOUNT"
$351.00,$1947.00,$837.00,$2891.00,18-7-2018 0:00:00,$175406.00,"CHEQUE","287627","PNB",""
$352.00,$1948.00,$848.00,$2902.00,18-7-2018 0:00:00,$200000.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$353.00,$1949.00,$878.00,$2932.00,20-7-2018 0:00:00,$1004.00,"CASH","","",""
$354.00,$1950.00,$881.00,$2935.00,21-7-2018 0:00:00,$1270.00,"CASH","","",""
$355.00,$1951.00,$847.00,$2901.00,23-7-2018 0:00:00,$2350.00,"CASH","","",""
$356.00,$1952.00,$770.00,$2824.00,23-7-2018 0:00:00,$2350.00,"CHEQUE","002474","BOB",""
$357.00,$1953.00,$818.00,$2872.00,23-7-2018 0:00:00,$85270.00,"NEFT / RTGS","","",""
$358.00,$1954.00,$888.00,$2942.00,25-7-2018 0:00:00,$1914.00,"CASH","","","AFTER DISCOUNT"
$359.00,$1955.00,$787.00,$2841.00,25-7-2018 0:00:00,$19943.00,"CHEQUE","001281","KOTAK MAHINDRA BANK",""
$360.00,$1956.00,$783.00,$2837.00,24-7-2018 0:00:00,$3398.00,"CHEQUE","838797","YES BANK",""
$361.00,$1957.00,$875.00,$2929.00,25-7-2018 0:00:00,$112204.00,"CHEQUE","638665","PNB",""
$362.00,$1958.00,$891.00,$2945.00,31-7-2018 0:00:00,$250000.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$363.00,$1959.00,$834.00,$2888.00,2-8-2018 0:00:00,$35000.00,"CHEQUE","058087","DENA BANK",""
$364.00,$1960.00,$859.00,$2913.00,3-8-2018 0:00:00,$100000.00,"CHEQUE","866298","PNB",""
$365.00,$1961.00,$856.00,$2910.00,4-8-2018 0:00:00,$19278.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$366.00,$1962.00,$918.00,$2972.00,3-8-2018 0:00:00,$5868.00,"CHEQUE","001033","KARNATAKA BANK LTD.",""
$367.00,$1963.00,$771.00,$2825.00,8-8-2018 0:00:00,$10859.00,"CHEQUE","514036","PNB","PAYMENT FOR 2 RO"
$368.00,$1964.00,$865.00,$2919.00,8-8-2018 0:00:00,$10111.00,"CHEQUE","030924","ALLAHABAD BANK","PAYMENT OF 2 RO"
$369.00,$1965.00,$523.00,$2577.00,24-5-2018 0:00:00,$27893.00,"CHEQUE","154460","SBI",""
$370.00,$1966.00,$849.00,$2903.00,17-8-2018 0:00:00,$26842.00,"CHEQUE","000011","KOTAK MAHINDRA BANK","PAYMNET OF 2 RO"
$371.00,$1967.00,$943.00,$2997.00,10-8-2018 0:00:00,$1900.00,"CASH","","","AFTER DISCOUNT"
$373.00,$1969.00,$910.00,$2964.00,23-8-2018 0:00:00,$3654.00,"CHEQUE","000229","BANK OF BARODA",""
$374.00,$1970.00,$981.00,$3036.00,25-8-2018 0:00:00,$2784.00,"CASH","","",""
$375.00,$1971.00,$984.00,$3039.00,25-8-2018 0:00:00,$1490.00,"CASH","","",""
$376.00,$1972.00,$966.00,$3020.00,28-8-2018 0:00:00,$175955.00,"CHEQUE","044689","PUNJAB NATIONAL BANK",""
$377.00,$1973.00,$765.00,$2819.00,30-8-2018 0:00:00,$14005.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$378.00,$1974.00,$979.00,$3033.00,30-8-2018 0:00:00,$200000.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$379.00,$1975.00,$955.00,$3009.00,31-8-2018 0:00:00,$20000.00,"CHEQUE","057939","DENA BANK",""
$380.00,$1976.00,$955.00,$3009.00,5-9-2018 0:00:00,$13265.00,"CHEQUE","057940","DENA BANK",""
$381.00,$1977.00,$977.00,$3031.00,1-9-2018 0:00:00,$2000.00,"CASH","-----","-----",""
$382.00,$1978.00,$947.00,$3001.00,4-9-2018 0:00:00,$21699.00,"CHEQUE","001247","HDFC BANK",""
$383.00,$1979.00,$990.00,$3045.00,4-9-2018 0:00:00,$200000.00,"NEFT / RTGS","","",""
$384.00,$1980.00,$997.00,$3052.00,6-9-2018 0:00:00,$1004.00,"CHEQUE","000045","HDFC BANK",""
$385.00,$1981.00,$693.00,$2747.00,13-8-2018 0:00:00,$8790.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$386.00,$1982.00,$705.00,$2759.00,6-9-2018 0:00:00,$6720.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$372.00,$1968.00,$584.00,$2638.00,20-8-2018 0:00:00,$27342.00,"NEFT / RTGS","072482","KARNATAKA BANK LTD.",""
$387.00,$1983.00,$944.00,$2998.00,5-9-2018 0:00:00,$9350.00,"CHEQUE","096741","AXIS BANK LTD.",""
$388.00,$1984.00,$916.00,$2970.00,6-9-2018 0:00:00,$1000.00,"CASH","---","",""
$389.00,$1985.00,$999.00,$3054.00,6-9-2018 0:00:00,$2000.00,"CASH","-----","",""
$390.00,$1986.00,$899.00,$2953.00,26-9-2018 0:00:00,$30000.00,"CHEQUE","103611","AXIS BANK LTD.",""
$391.00,$1987.00,$976.00,$3030.00,17-9-2018 0:00:00,$102006.00,"NEFT / RTGS","---","KARNATAKA BANK LTD.",""
$392.00,$1988.00,$1031.00,$3086.00,20-9-2018 0:00:00,$2000.00,"CASH","","",""
$393.00,$1989.00,$986.00,$3041.00,20-9-2018 0:00:00,$4720.00,"CHEQUE","001267","HDFC BANK","MAKING CHARGES"
$394.00,$1990.00,$1032.00,$3087.00,20-9-2018 0:00:00,$1155.00,"CASH","","",""
$395.00,$1991.00,$926.00,$2980.00,21-9-2018 0:00:00,$3780.00,"CHEQUE","100299","IINDIAN OVERSEASE BANK ",""
$397.00,$1993.00,$934.00,$2988.00,29-8-2018 0:00:00,$2455.00,"NEFT / RTGS","","",""
$396.00,$1992.00,$1038.00,$3093.00,22-9-2018 0:00:00,$400.00,"CASH","---","---","RS. 1155/- REC. 400, BALANCE 755/-"
$397.00,$1993.00,$1038.00,$3093.00,24-9-2018 0:00:00,$640.00,"CHEQUE","","",""
$398.00,$1994.00,$1036.00,$3091.00,28-9-2018 0:00:00,$169581.00,"CHEQUE","229645","PNB","AFTER 1% TDS"
$399.00,$1995.00,$1055.00,$3110.00,29-9-2018 0:00:00,$1700.00,"CASH","----`----`","-------``--------`",""
$400.00,$1996.00,$1000.00,$3055.00,3-10-2018 0:00:00,$13154.40,"NEFT / RTGS","--","","AFTER 10% DISCOUNT"
$401.00,$1997.00,$1024.00,$3079.00,1-10-2018 0:00:00,$100000.00,"NEFT / RTGS","","",""
$402.00,$1998.00,$950.00,$3004.00,3-10-2018 0:00:00,$100000.00,"NEFT / RTGS","","",""
$404.00,$2000.00,$965.00,$3019.00,7-9-2018 0:00:00,$4860.00,"CASH","","",""
$405.00,$2001.00,$905.00,$2959.00,4-10-2018 0:00:00,$23000.00,"NEFT / RTGS","","",""
$406.00,$2002.00,$1012.00,$3067.00,5-10-2018 0:00:00,$1808.00,"CASH","","","AFTER 10% DISCOUNT"
$407.00,$2003.00,$880.00,$2934.00,10-10-2018 0:00:00,$10248.00,"CHEQUE","213671","KARNATAKA BANK LTD.",""
$408.00,$2004.00,$1087.00,$3142.00,10-10-2018 0:00:00,$2000.00,"CASH","","","ADVANCE "
$409.00,$2005.00,$1035.00,$3090.00,11-10-2018 0:00:00,$100000.00,"CHEQUE","---","KARNATAKA BANK LTD.","NEFT."
$410.00,$2006.00,$807.00,$2861.00,22-10-2018 0:00:00,$7297.00,"CHEQUE","913683","STATE BANK OF INDIA",""
$411.00,$2007.00,$785.00,$2839.00,1-10-2018 0:00:00,$10000.00,"CHEQUE","913676","STATE BANK OF INDIA",""
$412.00,$2008.00,$1003.00,$3058.00,16-10-2018 0:00:00,$9208.00,"NEFT / RTGS","","",""
$413.00,$2009.00,$1097.00,$3152.00,13-10-2018 0:00:00,$1900.00,"CASH","","",""
$414.00,$2010.00,$921.00,$2975.00,20-10-2018 0:00:00,$1490.00,"CHEQUE","001684","KOTAK MAHINDRA BANK",""
$415.00,$2011.00,$1048.00,$3103.00,20-10-2018 0:00:00,$11151.00,"CHEQUE","000052","KARNATAKA BANK LTD.",""
$416.00,$2012.00,$1150.00,$3205.00,27-10-2018 0:00:00,$169581.00,"CHEQUE","229701","PNG",""
$417.00,$2013.00,$1168.00,$3223.00,31-10-2018 0:00:00,$3780.00,"CASH","","",""
$418.00,$2014.00,$1136.00,$3191.00,29-10-2018 0:00:00,$44464.00,"NEFT / RTGS","","",""
$419.00,$2015.00,$1085.00,$3140.00,1-1-2001 0:00:00,$14826.00,"CASH","","",""
$420.00,$2016.00,$992.00,$3047.00,26-9-2018 0:00:00,$1764.00,"CHEQUE","881873","SYNDICATE BANK",""
$421.00,$2017.00,$1124.00,$3179.00,3-11-2018 0:00:00,$24074.00,"NEFT / RTGS","","",""
$423.00,$2019.00,$1205.00,$3260.00,9-11-2018 0:00:00,$13305.00,"","","",""
$425.00,$2021.00,$1240.00,$3295.00,12-11-2018 0:00:00,$1100.00,"CASH","","","AFTER 5% DISCOUNT"
$422.00,$2018.00,$1215.00,$3270.00,3-11-2018 0:00:00,$3500.00,"CASH","","","ADVANCE 3500/- 940 BALANCE"
$423.00,$2019.00,$1215.00,$3270.00,12-11-2018 0:00:00,$940.00,"CASH","","",""
$426.00,$2022.00,$1162.00,$3217.00,12-11-2018 0:00:00,$11205.00,"CHEQUE","506981","VIJAYA BANK",""
$427.00,$2023.00,$1246.00,$3301.00,16-11-2018 0:00:00,$4779.00,"CASH","","","AFTER 5% DISCOUNT"
$428.00,$2024.00,$1094.00,$3149.00,16-11-2018 0:00:00,$13381.00,"CHEQUE","466124","STATE BANK OF INDIA",""
$429.00,$2025.00,$1187.00,$3242.00,21-11-2018 0:00:00,$9261.00,"CHEQUE","000075","BANK OF BARODA",""
$430.00,$2026.00,$954.00,$3008.00,21-11-2018 0:00:00,$52346.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$431.00,$2027.00,$854.00,$2908.00,24-8-2018 0:00:00,$68515.00,"CHEQUE","287638","PBN",""
$432.00,$2028.00,$974.00,$3028.00,15-9-2018 0:00:00,$206461.00,"CHEQUE","287645","PNB",""
$433.00,$2029.00,$1047.00,$3102.00,4-10-2018 0:00:00,$176617.00,"CHEQUE","287652","PNB",""
$434.00,$2030.00,$1175.00,$3230.00,8-11-2018 0:00:00,$95805.00,"CHEQUE","287667","PNB",""
$435.00,$2031.00,$1279.00,$3334.00,23-11-2018 0:00:00,$1000.00,"CASH","","","ADVANCE"
$436.00,$2032.00,$1119.00,$3174.00,1-12-2018 0:00:00,$8800.00,"CHEQUE","038639","ALLAHABAD BANK",""
$437.00,$2033.00,$1160.00,$3215.00,5-12-2018 0:00:00,$8800.00,"CHEQUE","038640","ALLAHABAD BANK",""
$438.00,$2034.00,$1201.00,$3256.00,5-12-2018 0:00:00,$8800.00,"CHEQUE","038641","ALLAHABAD BANK",""
$439.00,$2035.00,$1206.00,$3261.00,10-12-2018 0:00:00,$8800.00,"CHEQUE","038642","ALLAHABAD BANK",""
$440.00,$2036.00,$1188.00,$3243.00,2-12-2018 0:00:00,$27011.00,"CHEQUE","050405","UNION BANK",""
$424.00,$2020.00,$1173.00,$3228.00,6-11-2018 0:00:00,$100000.00,"NEFT / RTGS","","",""
$425.00,$2021.00,$1173.00,$3228.00,28-12-2018 0:00:00,$170175.00,"NEFT / RTGS","","",""
$441.00,$2037.00,$1244.00,$3299.00,5-12-2018 0:00:00,$2009.00,"CASH","","",""
$442.00,$2038.00,$1223.00,$3278.00,4-12-2018 0:00:00,$33264.00,"NEFT / RTGS","","",""
$403.00,$1999.00,$1060.00,$3115.00,1-10-2018 0:00:00,$200000.00,"NEFT / RTGS","","",""
$444.00,$2040.00,$1171.00,$3226.00,3-12-2018 0:00:00,$35326.00,"CHEQUE","001991","KOTAK MAHINDRA BANK",""
$445.00,$2041.00,$1287.00,$3342.00,4-12-2018 0:00:00,$343242.00,"CHEQUE","287674","PNB",""
$446.00,$2042.00,$1274.00,$3329.00,29-11-2018 0:00:00,$174587.00,"CHEQUE","328579","PNB",""
$447.00,$2043.00,$1161.00,$3216.00,27-11-2018 0:00:00,$10000.00,"CHEQUE","253215","PNB",""
$448.00,$2044.00,$1131.00,$3186.00,1-12-2018 0:00:00,$20000.00,"NEFT / RTGS","","",""
$449.00,$2045.00,$1104.00,$3159.00,10-10-2018 0:00:00,$1000.00,"CASH","","",""
$450.00,$2046.00,$1216.00,$3271.00,14-11-2018 0:00:00,$5500.00,"CASH","","",""
$451.00,$2047.00,$803.00,$2857.00,21-7-2018 0:00:00,$65644.00,"NEFT / RTGS","","",""
$452.00,$2048.00,$804.00,$2858.00,30-8-2018 0:00:00,$23285.00,"NEFT / RTGS","","",""
$453.00,$2049.00,$805.00,$2859.00,10-9-2018 0:00:00,$40366.00,"NEFT / RTGS","","",""
$454.00,$2050.00,$1172.00,$3227.00,16-11-2018 0:00:00,$62209.00,"NEFT / RTGS","","K BANK",""
$455.00,$2051.00,$1180.00,$3235.00,19-11-2018 0:00:00,$26342.00,"NEFT / RTGS","","K BANK ",""
$456.00,$2052.00,$1181.00,$3236.00,21-11-2018 0:00:00,$63621.00,"NEFT / RTGS","","KARNATAKA BANK",""
$457.00,$2053.00,$1183.00,$3238.00,30-12-2018 0:00:00,$23581.00,"NEFT / RTGS","","KARNATAKA BANK LTD.",""
$458.00,$2054.00,$1328.00,$3383.00,8-12-2018 0:00:00,$2000.00,"CASH","","","AFTER DISCOUNT"
$459.00,$2055.00,$1074.00,$3129.00,12-11-2018 0:00:00,$5292.00,"CHEQUE","462954","SBI",""
$460.00,$2056.00,$1209.00,$3264.00,14-12-2018 0:00:00,$8820.00,"CHEQUE","462963","SBI",""
$461.00,$2057.00,$1220.00,$3275.00,18-12-2018 0:00:00,$5250.00,"CHEQUE","462962","SBI",""
$462.00,$2058.00,$946.00,$3000.00,12-12-2018 0:00:00,$6668.00,"CHEQUE","061559","KARNATAKA BANK LTD.",""
$463.00,$2059.00,$1248.00,$3303.00,15-12-2018 0:00:00,$11151.00,"CHEQUE","000057","HDFC BANK",""
$464.00,$2060.00,$1221.00,$3276.00,17-12-2018 0:00:00,$8124.00,"CHEQUE","000066","ANDHRA BANK",""
$465.00,$2061.00,$1254.00,$3309.00,15-12-2018 0:00:00,$67500.00,"NEFT / RTGS","","",""
$443.00,$2039.00,$1265.00,$3320.00,4-12-2018 0:00:00,$100000.00,"NEFT / RTGS","","",""
$444.00,$2040.00,$1265.00,$3320.00,16-12-2018 0:00:00,$108891.00,"NEFT / RTGS","","",""
$466.00,$2062.00,$1166.00,$3221.00,19-11-2018 0:00:00,$1808.00,"NEFT / RTGS","","K BANK",""
$467.00,$2063.00,$1259.00,$3314.00,29-11-2018 0:00:00,$2993.00,"NEFT / RTGS","K BANK","K BANK",""
$468.00,$2064.00,$1276.00,$3331.00,17-12-2018 0:00:00,$9208.00,"CHEQUE","172420","CORPORATION BANK",""
$469.00,$2065.00,$904.00,$2958.00,28-9-2018 0:00:00,$40000.00,"CHEQUE","103618","AXIS BANK",""
$470.00,$2066.00,$1067.00,$3122.00,6-10-2018 0:00:00,$36092.00,"CHEQUE","103620","AXIS BANK",""
