"ROCode","RONo","PayDate","PayAmt","PayMode","ChqNo","BankName"
$1402.00,$3457.00,28-2-2019 0:00:00,$61538.00,"CHEQUE","480659","KARNATAKA BANK LTD."
$1401.00,$3456.00,28-2-2019 0:00:00,$23269.00,"CHEQUE","480661","KARNATAKA BANK LTD."
$1403.00,$3458.00,28-2-2019 0:00:00,$16317.00,"CHEQUE","480662","KARNATAKA BANK LTD."
$1404.00,$3459.00,28-2-2019 0:00:00,$6730.00,"CHEQUE","480666","KARNATAKA BANK LTD."
$1405.00,$3460.00,28-2-2019 0:00:00,$36538.00,"CHEQUE","480667","KARNATAKA BANK LTD."
$1407.00,$3462.00,28-2-2019 0:00:00,$16317.00,"CHEQUE","480669","KARNATAKA BANK LTD."
$1406.00,$3461.00,28-2-2019 0:00:00,$27447.00,"CHEQUE","480668","KARNATAKA BANK LTD."
$1408.00,$3463.00,28-2-2019 0:00:00,$75320.00,"CHEQUE","480670","KARNATAKA BANK LTD."
$1409.00,$3464.00,28-2-2019 0:00:00,$45833.00,"CHEQUE","480671","KARNATAKA BANK LTD."
$1410.00,$3465.00,28-2-2019 0:00:00,$4568.00,"CHEQUE","480672","KARNATAKA BANK LTD."
$1349.00,$3404.00,13-12-2018 0:00:00,$16708.00,"NEFT / RTGS","",""
$1269.00,$3324.00,24-1-2019 0:00:00,$7080.00,"CHEQUE","480727","KARNATAKA BANK LTD."
$1411.00,$3466.00,28-2-2019 0:00:00,$3263.00,"CHEQUE","480673","KARNATAKA BANK LTD."
$1412.00,$3467.00,28-2-2019 0:00:00,$13271.00,"CHEQUE","480675","KARNATAKA BANK LTD."
$1413.00,$3468.00,28-2-2019 0:00:00,$23397.00,"CHEQUE","480681","KARNATAKA BANK LTD."
$1414.00,$3469.00,28-2-2019 0:00:00,$36538.00,"CHEQUE","480682","KARNATAKA BANK LTD."
$1415.00,$3470.00,28-2-2019 0:00:00,$27447.00,"CHEQUE","480683","KARNATAKA BANK LTD"
$1417.00,$3472.00,16-4-2019 0:00:00,$3717.00,"CHEQUE","480685","KARNATAKA BANK LTD."
$1418.00,$3473.00,28-2-2019 0:00:00,$7070.00,"CHEQUE","480690","KARNATAKA BANK LTD."
$1416.00,$3471.00,5-3-2019 0:00:00,$14160.00,"CHEQUE","480691","KARNATAKA BANK LTD."
$1419.00,$3474.00,28-2-2019 0:00:00,$23815.00,"CHEQUE","480692","KARNATAKA BANK LTD."
$1421.00,$3476.00,28-2-2019 0:00:00,$36538.00,"CHEQUE","480695","KARNATAKA BANK LTD."
$1422.00,$3477.00,28-2-2019 0:00:00,$27447.00,"CHEQUE","480696","KARNATAKA BANK LTD."
$1424.00,$3479.00,30-4-2019 0:00:00,$8363.00,"CHEQUE","480698","KARNATAKA BANK LTD."
$1425.00,$3480.00,30-4-2019 0:00:00,$8363.00,"CHEQUE","480699","KARNATAKA BANK LTD."
$1426.00,$3481.00,30-4-2019 0:00:00,$5576.00,"CHEQUE","480700","KARNATAKA BANK LTD."
$1427.00,$3482.00,28-2-2019 0:00:00,$23269.00,"CHEQUE","480702","KARNATAKA BANK LTD."
$1428.00,$3483.00,12-2-2019 0:00:00,$31416.00,"CHEQUE","480703","KARNTAKA BANK LTD."
$1430.00,$3485.00,28-2-2019 0:00:00,$75320.00,"CHEQUE","480705","KARNATAKA BANK LTD."
$1429.00,$3484.00,28-2-2019 0:00:00,$4024.00,"CHEQUE","480704","KARNATAKA BANK LTD"
$1431.00,$3486.00,12-2-2019 0:00:00,$13666.00,"CHEQUE","480706","KARNATAKA BANK LTD."
$1432.00,$3487.00,13-2-2019 0:00:00,$4069.00,"CHEQUE","480707","KARNATAKA BANK LTD."
$1433.00,$3488.00,28-2-2019 0:00:00,$28578.00,"CHEQUE","480708","KARNATAKA BANK LTD"
$1434.00,$3489.00,28-2-2019 0:00:00,$4568.00,"CHEQUE","480709","KARNATAKA BANK LTD."
$1435.00,$3490.00,28-2-2019 0:00:00,$3263.00,"CHEQUE","480710","KARNATAKA BANK LTD. "
$1436.00,$3491.00,28-2-2019 0:00:00,$45833.00,"CHEQUE","480711","KARNATAKA BANK LTD."
$1437.00,$3492.00,28-2-2019 0:00:00,$25641.00,"CHEQUE","480712","KARNATAKA BANK LID"
$1438.00,$3493.00,14-1-2019 0:00:00,$1532.00,"NEFT / RTGS","480713","I C I C I BANK"
$1440.00,$3495.00,1-3-2019 0:00:00,$36538.00,"CHEQUE","480714","KARNATAKA BANK LTD. "
$1441.00,$3496.00,1-3-2019 0:00:00,$27447.00,"CHEQUE","480715","KARNATAKA BANK LTD"
$1442.00,$3497.00,1-3-2019 0:00:00,$13271.00,"CHEQUE","480717","KARNATAKA BANK LTD"
$1443.00,$3498.00,1-3-2019 0:00:00,$23397.00,"CHEQUE","480719","KARNATAKA BANK LTD."
$1446.00,$3501.00,5-3-2019 0:00:00,$28578.00,"CHEQUE","480722","KARNATAKA BANK LTD."
$1448.00,$3503.00,6-3-2019 0:00:00,$12509.00,"CHEQUE","480725","KARNATAKA BANK LTD"
$1449.00,$3504.00,17-1-2019 0:00:00,$446.00,"CHEQUE","480726","KARNATAKA BANK LTD."
$1450.00,$3505.00,18-2-2019 0:00:00,$4969.00,"CHEQUE","480729","KARNATAKA BANK LTD."
$1451.00,$3506.00,14-5-2019 0:00:00,$7434.00,"CHEQUE","480731","KARNATAKA BANK LTD."
$1452.00,$3507.00,6-3-2019 0:00:00,$17307.00,"CHEQUE","480733","KARNATAKA BANK LTD. "
$1453.00,$3508.00,7-3-2019 0:00:00,$61538.00,"CHEQUE","480734","KARNATKA BANK LTD."
$1454.00,$3509.00,6-3-2019 0:00:00,$36538.00,"CHEQUE","480736","KARNATAKA BANK LTD."
$1455.00,$3510.00,6-3-2019 0:00:00,$27447.00,"CHEQUE","480737","KARNATAKA BANK LTD."
$1456.00,$3511.00,26-2-2019 0:00:00,$4673.00,"CHEQUE","480739","KARNATAKA BANK LTD."
$1457.00,$3512.00,26-2-2019 0:00:00,$4673.00,"CHEQUE","480738","KARNATAKA BANK LTD."
$1458.00,$3513.00,19-1-2019 0:00:00,$854.00,"CHEQUE","480740","KARNATAKA BANK LTD."
$1459.00,$3514.00,17-5-2019 0:00:00,$11151.00,"CHEQUE","480741","KARNATAKA BANK LTD."
$1460.00,$3515.00,4-5-2019 0:00:00,$5576.00,"CHEQUE","480742","KARNATAKA BANK LTD."
$1461.00,$3516.00,7-3-2019 0:00:00,$4568.00,"CHEQUE","480743","KARNATAKA BANK LTD."
$1462.00,$3517.00,7-3-2019 0:00:00,$3263.00,"CHEQUE","480746","KARNATAKA BANK LTD."
$1444.00,$3499.00,2-3-2019 0:00:00,$7070.00,"CHEQUE","772088","KARNATAKA BANK LTD."
$1445.00,$3500.00,2-3-2019 0:00:00,$7070.00,"CHEQUE","772089","KARNATAKA BANK LTD."
$1463.00,$3518.00,30-4-2019 0:00:00,$9292.00,"CHEQUE","480747","KARNATAKA BANK LTD."
$1464.00,$3519.00,7-3-2019 0:00:00,$13271.00,"CHEQUE","480751","KARNATAKA BANK LTD."
$1465.00,$3520.00,7-3-2019 0:00:00,$7070.00,"CHEQUE","480752","KARNATAKA BANK LTD."
$1466.00,$3521.00,24-2-2019 0:00:00,$10249.00,"CHEQUE","480754","KARNATAKA BANK LTD."
$1467.00,$3522.00,10-3-2019 0:00:00,$29768.00,"CHEQUE","480756","KARNATAKA BANK LTD."
$1468.00,$3523.00,25-5-2019 0:00:00,$14868.00,"CHEQUE","480757","KARNATAKA BANK LTD."
$1469.00,$3524.00,24-3-2019 0:00:00,$7080.00,"CHEQUE","780759","KARNATAKA BANK LTD."
$1471.00,$3526.00,14-3-2019 0:00:00,$17307.00,"CHEQUE","480763","KARNATAKA BANK LTD"
$1470.00,$3525.00,29-1-2019 0:00:00,$4969.00,"CHEQUE","480764","KARNATAKA BANK LTD."
$1472.00,$3527.00,10-3-2019 0:00:00,$5003.00,"CHEQUE","480765","KARNATAKA BANK LTD."
$1474.00,$3529.00,14-3-2019 0:00:00,$1748.00,"CHEQUE","480768","KARNATAKA BANK LTD."
$1476.00,$3531.00,14-3-2019 0:00:00,$11888.00,"CHEQUE","480769","KARNATAKA BANK LTD."
$1477.00,$3532.00,14-3-2019 0:00:00,$4895.00,"CHEQUE","480770","KARNATAKA BANK LTD."
$1478.00,$3533.00,26-2-2019 0:00:00,$15463.00,"CHEQUE","480771","KARNATAKA BANK LTD. "
$1479.00,$3534.00,14-2-2019 0:00:00,$4024.00,"CHEQUE","480772","KATNAYTAKA BANK LTD."
$1481.00,$3536.00,5-4-2019 0:00:00,$2549.00,"CHEQUE","480773","KARNATAKA BANK LTD."
$1484.00,$3539.00,15-3-2019 0:00:00,$36538.00,"CHEQUE","480775","KARNATAKA BANK LTD."
$1485.00,$3540.00,15-3-2019 0:00:00,$27447.00,"CHEQUE","071726","KARNATAKA BANK LTD."
$1486.00,$3541.00,30-3-2019 0:00:00,$29768.00,"CHEQUE","772028","KARNATAKA BAK LTD."
$1491.00,$3546.00,2-2-2019 0:00:00,$1708.00,"CHEQUE","772031","KARNATAKA BANK LTD."
$1492.00,$3547.00,2-2-2019 0:00:00,$5997.00,"CHEQUE","772041","KARNATAKA BANK LTD."
$1493.00,$3548.00,31-3-2019 0:00:00,$11888.00,"CHEQUE","772042","KARNATAKA BANK LTD."
$1494.00,$3549.00,18-5-2019 0:00:00,$5576.00,"CHEQUE","772047","KARNATAKA BANK LTD."
$1495.00,$3550.00,4-6-2019 0:00:00,$11151.00,"CHEQUE","772048","KARNATAKA BANK LTD."
$1496.00,$3551.00,31-3-2019 0:00:00,$4569.00,"CHEQUE","772050","KARNATAKA BANK LTD."
$1497.00,$3552.00,31-3-2019 0:00:00,$13271.00,"CHEQUE","772051","KARNATAKA BANK LTD."
$1498.00,$3553.00,5-5-2019 0:00:00,$10195.00,"CHEQUE","772052","KARNATAKA BANK LTD."
$1499.00,$3554.00,30-3-2019 0:00:00,$3496.00,"CHEQUE","772056","KARNATAKA BANK LTD."
$1500.00,$3555.00,30-3-2019 0:00:00,$19580.00,"CHEQUE","772058","KARNATAKA BANK LTD."
$1501.00,$3556.00,30-3-2019 0:00:00,$44405.00,"CHEQUE","772059","KARNATAKA BANK LTD."
$1504.00,$3559.00,30-3-2019 0:00:00,$23269.00,"CHEQUE","772061","KARNATAKA BANK LTD."
$1508.00,$3563.00,9-2-2019 0:00:00,$854.00,"CHEQUE","772065","KARNATAKA BANK LTD."
$1511.00,$3566.00,30-3-2019 0:00:00,$40384.00,"CHEQUE","772067","KARNATAKA BANK LTD."
$1512.00,$3567.00,30-3-2019 0:00:00,$79545.00,"CHEQUE","772068","KARNATAKA BANK LTD."
$1513.00,$3568.00,30-3-2019 0:00:00,$40384.00,"CHEQUE","772069","KARNATAKA BANK LTD."
$1514.00,$3569.00,30-3-2019 0:00:00,$79545.00,"CHEQUE","772070","KARNATAKA BANK LTD."
$1517.00,$3572.00,28-5-2019 0:00:00,$3717.00,"CHEQUE","772071","KARNATAKA BANK LTD."
$1518.00,$3573.00,17-6-2019 0:00:00,$11151.00,"CHEQUE","772072","KARNATAKA BANK LTD."
$1520.00,$3575.00,14-2-2019 0:00:00,$3481.00,"CHEQUE","772076","KARNATAKA BANK LTD."
$1531.00,$3586.00,14-2-2019 0:00:00,$1708.00,"CHEQUE","772081","KARNATAKA BANK LTD."
$1533.00,$3588.00,1-5-2019 0:00:00,$10195.00,"CHEQUE","772082","KARNATAKA BANK LTD."
$1534.00,$3589.00,30-3-2019 0:00:00,$4370.00,"CHEQUE","772083","KARNATAKA BANK LTD."
$1538.00,$3593.00,16-3-2019 0:00:00,$3570.00,"CHEQUE","772085","KARNATAKA BANK LTD."
$1542.00,$3597.00,18-2-2019 0:00:00,$2485.00,"CHEQUE","772086","KARNATAKA BANK LTD."
$1483.00,$3538.00,19-4-2019 0:00:00,$21240.00,"CHEQUE","772120","KARNATAKA BANK LTD."
$1521.00,$3576.00,25-5-2019 0:00:00,$3186.00,"CHEQUE","772148","KARNATAKA BANK LTD."
$1667.00,$3722.00,6-4-2019 0:00:00,$1080.00,"CHEQUE","772237","KARNATAKA BANK LTD."
$1510.00,$3565.00,16-4-2019 0:00:00,$8991.00,"CASH","","CASH"
$1551.00,$3606.00,21-4-2019 0:00:00,$21240.00,"CHEQUE","772092","KARNATAKA BANK LTD."
$1552.00,$3607.00,22-2-2019 0:00:00,$1708.00,"CHEQUE","772093","KARNATAKA BANK LTD."
$1553.00,$3608.00,22-3-2019 0:00:00,$10249.00,"CHEQUE","772094","KARNATAKA BANK LTD."
$1558.00,$3613.00,25-6-2019 0:00:00,$14868.00,"CHEQUE","772095","KARNATAKA BANK LTD."
$1563.00,$3618.00,23-3-2019 0:00:00,$4462.00,"CHEQUE","772097","KARNATAKA BANK LTD."
$1566.00,$3621.00,24-3-2019 0:00:00,$4969.00,"CHEQUE","772098","KARNATAKA BANK LTD. "
$1561.00,$3616.00,23-2-2019 0:00:00,$8696.00,"CHEQUE","772096","KARNATAKA BANK LTD."
$1573.00,$3628.00,25-2-2019 0:00:00,$982.00,"CHEQUE","772100","KARNATAKA BANK LTD."
$1574.00,$3629.00,26-2-2019 0:00:00,$47082.00,"NEFT / RTGS","772102","KARNATKA BANK LTD."
$1580.00,$3635.00,1-7-2019 0:00:00,$11151.00,"CHEQUE","772106","KARNATAKA BANK LTD."
$1581.00,$3636.00,3-6-2019 0:00:00,$10195.00,"CHEQUE","772107","KARNATAKA BANK LTD."
$1583.00,$3638.00,11-7-2019 0:00:00,$7434.00,"CHEQUE","772112","KARNATAKA BANK LTD."
$1584.00,$3639.00,30-6-2019 0:00:00,$11151.00,"CHEQUE","772113","KARNATAKA BANK LTD."
$1509.00,$3564.00,4-4-2019 0:00:00,$14160.00,"CHEQUE","772117","KARNATAKA BANK LTD."
$1554.00,$3609.00,24-4-2019 0:00:00,$7080.00,"CHEQUE","772118","KARNATAKA BANK LTD."
$1578.00,$3633.00,5-3-2019 0:00:00,$50445.00,"NEFT / RTGS","772114","KARNATAKA BANK LTD."
$1587.00,$3642.00,30-4-2019 0:00:00,$4895.00,"CHEQUE","772119","KARNATAKA BANK LTD."
$1473.00,$3528.00,17-3-2019 0:00:00,$1000.00,"CHEQUE","772121","KARNATAKA BANK LTD."
$1539.00,$3594.00,17-4-2019 0:00:00,$1000.00,"CHEQUE","772122","KARNATAKA BANK LTD."
$1588.00,$3643.00,5-3-2019 0:00:00,$1852.00,"CHEQUE","772123","KARNATAKA BANK LTD."
$1590.00,$3645.00,30-4-2019 0:00:00,$22762.00,"CHEQUE","772125","KARNATAKA BANK LTD."
$1591.00,$3646.00,7-7-2019 0:00:00,$22302.00,"CHEQUE","772172","KARNATAKA BANK LTD."
$1592.00,$3647.00,30-4-2019 0:00:00,$42832.00,"CHEQUE","772128","KARNATAKA BANK LTD."
$1593.00,$3648.00,14-7-2019 0:00:00,$11151.00,"CHEQUE","772131","KARNATAKA BANK LTD."
$1594.00,$3649.00,30-4-2019 0:00:00,$9056.00,"CHEQUE","712132","KARNATAKA BANK LTD."
$1595.00,$3650.00,18-7-2019 0:00:00,$11151.00,"CHEQUE","772133","KARNATAKA BANK LTD."
$1596.00,$3651.00,22-7-2019 0:00:00,$14868.00,"CHEQUE","772134","KARNATAKA BANK LTD."
$1597.00,$3652.00,8-4-2019 0:00:00,$2142.00,"CHEQUE","772137","KARNATAKA BANK LTD."
$1598.00,$3653.00,30-4-2019 0:00:00,$12849.00,"CHEQUE","772138","KARNATAKA BANK LTD."
$1600.00,$3655.00,10-4-2019 0:00:00,$4909.00,"CHEQUE","772140","KARNATAKA BANK LTD."
$1601.00,$3656.00,28-6-2019 0:00:00,$1859.00,"CHEQUE","772141","KARNATAKA BANK LTD."
$1602.00,$3657.00,28-6-2019 0:00:00,$1859.00,"CHEQUE","772142","KARNATAKA BANK LTD."
$1603.00,$3658.00,8-7-2019 0:00:00,$7434.00,"CHEQUE","772143","KARNATAKA BANK LTD."
$1604.00,$3659.00,8-6-2019 0:00:00,$10195.00,"CHEQUE","772145","KARNATAKA BANK LTD."
$1605.00,$3660.00,11-3-2019 0:00:00,$1708.00,"CHEQUE","772146","KARNATAKA BANK LTD."
$1607.00,$3662.00,14-3-2019 0:00:00,$1015.00,"CHEQUE","772155","KARNATAKA BANK LTD."
$1608.00,$3663.00,30-4-2019 0:00:00,$22762.00,"CHEQUE","772156","KARNATAKA BANK LTD."
$1609.00,$3664.00,30-4-2019 0:00:00,$42832.00,"CHEQUE","772157","KARNATAKA BANK LTD."
$1610.00,$3665.00,4-5-2019 0:00:00,$4895.00,"CHEQUE","772158","KARNATAKA BANK LTD."
$1611.00,$3666.00,14-3-2019 0:00:00,$1708.00,"CHEQUE","772159","KARNATAKA BANK LTD."
$1612.00,$3667.00,4-7-2019 0:00:00,$5576.00,"CHEQUE","772163","KARNATAKA BANK LTD."
$1613.00,$3668.00,1-5-2019 0:00:00,$10384.00,"CHEQUE","772164","KARNATAKA BANK LTD. "
$1614.00,$3669.00,28-5-2019 0:00:00,$2549.00,"CHEQUE","772165","KARNATAKA BANK LTD."
$1615.00,$3670.00,28-5-2019 0:00:00,$2549.00,"CHEQUE","772166","KARNATAKA BANK LTD."
$1599.00,$3654.00,10-4-2019 0:00:00,$4284.00,"CHEQUE","772139","KARNATAKA BANK LTD."
$1599.00,$3654.00,10-3-2019 0:00:00,$6048.00,"CHEQUE","076774","PRATHMA BANK "
$1616.00,$3671.00,16-3-2019 0:00:00,$854.00,"CHEQUE","772468","KARNATAKA BANK LTD."
$1589.00,$3644.00,30-4-2019 0:00:00,$6054.00,"CHEQUE","772310","KARNATAKA BANK LTD."
$1617.00,$3672.00,2-5-2019 0:00:00,$9056.00,"CHEQUE","772169","KARNATAKA BANK LTD."
$1618.00,$3673.00,2-5-2019 0:00:00,$10955.00,"CHEQUE","772170","KARNATAKA BANK LTD."
$1619.00,$3674.00,2-5-2019 0:00:00,$18531.00,"CHEQUE","772171","KARNATAKA BANK LTD."
$1622.00,$3677.00,18-3-2019 0:00:00,$1708.00,"CHEQUE","772177","KARNATAKA BANK LTD."
$1621.00,$3676.00,18-3-2019 0:00:00,$26904.00,"NEFT / RTGS","772174","KARNATAKA BANK LTD."
$1623.00,$3678.00,4-7-2019 0:00:00,$3717.00,"CHEQUE","772178","KARNATAKA BANK LTD"
$1620.00,$3675.00,23-3-2019 0:00:00,$988.00,"CHEQUE","772183","KARNATAKA BANK LTD."
$1624.00,$3679.00,19-3-2019 0:00:00,$1963.00,"CASH","",""
$1625.00,$3680.00,5-5-2019 0:00:00,$29807.00,"CHEQUE","772186","KARNATAKA BANK LTD."
$1626.00,$3681.00,21-3-2019 0:00:00,$1708.00,"CHEQUE","772187","KARNATAKA BANK LTD."
$1627.00,$3682.00,29-7-2019 0:00:00,$11151.00,"CHEQUE","772188","KARNATAKA BANK LTD."
$1628.00,$3683.00,30-6-2019 0:00:00,$10195.00,"CHEQUE","772189","KARNATAKA BANK LTD."
$1634.00,$3689.00,6-6-2019 0:00:00,$15293.00,"CHEQUE","772192","KARNATAKA BANK LTD."
$1636.00,$3691.00,25-3-2019 0:00:00,$1708.00,"CHEQUE","772193","KARNATAKA BANK LTD."
$1635.00,$3690.00,23-3-2019 0:00:00,$1708.00,"CHEQUE","772194","KARNATAKA BANK LTD."
$1637.00,$3692.00,11-5-2019 0:00:00,$10385.00,"CHEQUE","772198","KARNATAKA BANK LTD."
$1642.00,$3697.00,14-5-2019 0:00:00,$10384.00,"CHEQUE","772204","KARNATAKA BANK LTD."
$1644.00,$3699.00,14-7-2019 0:00:00,$3717.00,"CHEQUE","772205","KARNATAKA BANK LTD."
$1585.00,$3640.00,28-2-2019 0:00:00,$8000.00,"NEFT / RTGS","",""
$1645.00,$3700.00,30-4-2019 0:00:00,$11781.00,"CHEQUE","772206","KARNATAKA BANK LTD."
$1646.00,$3701.00,30-4-2019 0:00:00,$8033.00,"CHEQUE","772207","KARNATAKA BANK LTD."
$1648.00,$3703.00,29-3-2019 0:00:00,$566.00,"CHEQUE","772210","KARNATAKA BANK LTD"
$1649.00,$3704.00,29-3-2019 0:00:00,$402.00,"CHEQUE","772211","KARNATAKA BANK LTD."
$1650.00,$3705.00,6-8-2019 0:00:00,$2788.00,"CHEQUE","772213","KARNATAKA BANK LTD."
$1651.00,$3706.00,6-8-2019 0:00:00,$7434.00,"CHEQUE","772214","KARNATAKA BANK LTD."
$1653.00,$3708.00,28-7-2019 0:00:00,$5576.00,"CHEQUE","772217","KARNATAKA BANK LTD."
$1652.00,$3707.00,16-7-2019 0:00:00,$3717.00,"CHEQUE","772215","KARNATAKA BANK LTD."
$1629.00,$3684.00,24-5-2019 0:00:00,$7080.00,"CHEQUE","772218","KARNATAKA BANK LTD."
$1630.00,$3685.00,19-5-2019 0:00:00,$21240.00,"CHEQUE","772219","KARNATAKA BANK LTD,"
$1631.00,$3686.00,4-5-2019 0:00:00,$14160.00,"CHEQUE","772221","KARNATAKA BANK LTD."
$1654.00,$3709.00,23-8-2019 0:00:00,$11151.00,"CHEQUE","772222","KARNATAKA BANK LTD."
$1658.00,$3713.00,30-5-2019 0:00:00,$22762.00,"CHEQUE","772223","KARNATAKA BANK LTD."
$1659.00,$3714.00,30-5-2019 0:00:00,$14440.00,"CHEQUE","772225","KARNATAKA BANK LTD."
$1660.00,$3715.00,30-5-2019 0:00:00,$22533.00,"CHEQUE","772226","KARNATAKA BANK LTD."
$1661.00,$3716.00,30-5-2019 0:00:00,$9055.00,"CHEQUE","772228","KARNATAKA BANK LTD"
$1663.00,$3718.00,30-5-2019 0:00:00,$10384.00,"CHEQUE","772232","KARNATAKA BANK LTD."
$1664.00,$3719.00,7-5-2019 0:00:00,$4282.00,"CHEQUE","772233","KARNATAKA BANK LTD."
$1666.00,$3721.00,6-7-2019 0:00:00,$10195.00,"CHEQUE","772235","KARNATAAKA BANK LTD."
$1668.00,$3723.00,30-5-2019 0:00:00,$14860.00,"CHEQUE","772238","KARNATAKA BANK LTD."
$1669.00,$3724.00,5-4-2019 0:00:00,$1708.00,"CHEQUE","772234","KARNATAKA BANK LTD."
$1670.00,$3725.00,8-4-2019 0:00:00,$1708.00,"CHEQUE","772242","KARNATAKA BANK LTD."
$1671.00,$3726.00,30-5-2019 0:00:00,$10385.00,"CHEQUE","772245","KARNATAKA BANK LTD."
$1638.00,$3693.00,7-5-2019 0:00:00,$10710.00,"CHEQUE","772200","KARNATAKA BANK LTD."
$1639.00,$3694.00,7-5-2019 0:00:00,$8925.00,"CHEQUE","772201","KARNATAKA BANK LTD."
$1647.00,$3702.00,20-5-2019 0:00:00,$9639.00,"CHEQUE","772279","KARNATAKA BANK LTD"
$1665.00,$3720.00,4-6-2019 0:00:00,$14160.00,"CHEQUE","772282","KARNATAKA BANK LTD."
$1633.00,$3688.00,7-5-2019 0:00:00,$33058.00,"CHEQUE","772309","KARNATAKA BANK LTD."
$1672.00,$3727.00,10-4-2019 0:00:00,$25000.00,"NEFT / RTGS","772250","KARNATAKA BANK LTD."
$1675.00,$3730.00,11-5-2019 0:00:00,$10589.00,"CHEQUE","772251","KARNATAKA BANK LTD."
$1676.00,$3731.00,30-5-2019 0:00:00,$129038.00,"CHEQUE","772257","KARNATAKA BANK LTD."
$1677.00,$3732.00,30-7-2019 0:00:00,$7930.00,"CHEQUE","772258","KARNATAKA BANK LTD."
$1678.00,$3733.00,23-7-2019 0:00:00,$2974.00,"CHEQUE","772259","KARNATAKA BANK LTD."
$1679.00,$3734.00,17-8-2019 0:00:00,$7930.00,"CHEQUE","772260","KARNATAKA BANK LTD."
$1680.00,$3735.00,14-5-2019 0:00:00,$2319.00,"CHEQUE","772261","KARNATAKA BANK LTD."
$1681.00,$3736.00,12-5-2019 0:00:00,$10710.00,"CHEQUE","772262","KARNATAKA BANK LTD."
$1682.00,$3737.00,13-5-2019 0:00:00,$3927.00,"CHEQUE","772264","KARNATAKA BANK LTD."
$1683.00,$3738.00,30-5-2019 0:00:00,$28982.00,"CHEQUE","772265","KARNATAKA BANK LTD."
$1684.00,$3739.00,30-5-2019 0:00:00,$14801.00,"CHEQUE","772267","KARNATAKA BANK LTD."
$1686.00,$3741.00,30-5-2019 0:00:00,$10385.00,"CHEQUE","772269","KARNATAKA BANK LTD."
$1687.00,$3742.00,23-7-2019 0:00:00,$1982.00,"CHEQUE","772270","KARNATAKA BANK LTD."
$1688.00,$3743.00,25-6-2019 0:00:00,$3277.00,"CHEQUE","772274","KARNATAKA BANK LTD."
$1689.00,$3744.00,2-7-2019 0:00:00,$12587.00,"CHEQUE","772275","KARNATAKA BANK LTD."
$1691.00,$3746.00,23-8-2019 0:00:00,$23789.00,"CHEQUE","772281","KARNATAKA BANK LTD. "
$1692.00,$3747.00,6-6-2019 0:00:00,$18492.00,"CHEQUE","772284","KARNATAKA BANK LTD."
$1693.00,$3748.00,6-6-2019 0:00:00,$10384.00,"CHEQUE","772285","KARNATAKA BANK LTD."
$1694.00,$3749.00,21-5-2019 0:00:00,$2677.00,"CHEQUE","772286","KARNATAKA BANK LTD."
$1696.00,$3751.00,7-5-2019 0:00:00,$7647.00,"CHEQUE","772289","KARNATAKA BANK LTD."
$1698.00,$3753.00,8-6-2019 0:00:00,$2797.00,"CHEQUE","772291","KARNATAKA BANK LTD."
$1697.00,$3752.00,8-6-2019 0:00:00,$1818.00,"CHEQUE","772290","KARNATAKA BANK LTD."
$1699.00,$3754.00,8-6-2019 0:00:00,$26923.00,"CHEQUE","772292","KARNATAKA BANK LTD"
$1701.00,$3756.00,23-5-2019 0:00:00,$2856.00,"CHEQUE","772294","KARNATAKA BANK LTD."
$1695.00,$3750.00,7-6-2019 0:00:00,$3076.00,"CHEQUE","772295","KARNATAKA BANK  LTD."
$1702.00,$3757.00,22-5-2019 0:00:00,$2125.00,"CHEQUE","772296","KARNATAKA BANK LTD."
$1703.00,$3758.00,22-5-2019 0:00:00,$2125.00,"CHEQUE","772297","KARNTAKA BANK LTD."
$1704.00,$3759.00,25-5-2019 0:00:00,$5100.00,"CHEQUE","772300","KARNATAKA BANK LTD."
$1705.00,$3760.00,25-5-2019 0:00:00,$6669.00,"CHEQUE","772301","KARNATAKA BANK LTD."
$1674.00,$3729.00,25-4-2019 0:00:00,$7498.00,"CHEQUE","7498","KARNATAKA BANK TLD."
$1706.00,$3761.00,25-4-2019 0:00:00,$1708.00,"CHEQUE","772303","KARNATAKA BANK LTD"
$1707.00,$3762.00,15-6-2019 0:00:00,$78205.00,"CHEQUE","772306","KARNATAKA BANK LTD."
$1708.00,$3763.00,28-4-2019 0:00:00,$4969.00,"CHEQUE","772308","KARNATAKA BANK LTD"
$1633.00,$3688.00,,$11567.00,"","","ADJUST PRE. BALANCE 11567/- IN AU"
$1709.00,$3764.00,7-7-2019 0:00:00,$3823.00,"CHEQUE","772311","KARNATAKA BANK LTD."
$1710.00,$3765.00,30-5-2019 0:00:00,$2570.00,"CHEQUE","772316","KARNATAKA BANK LTD."
$1711.00,$3766.00,19-6-2019 0:00:00,$21240.00,"CHEQUE","772317","KARNATAKA BANK LTD."
$1712.00,$3767.00,18-6-2019 0:00:00,$7080.00,"CHEQUE","772318","KARNATAKA BANK LTD."
$1713.00,$3768.00,30-6-2019 0:00:00,$10384.00,"CHEQUE","772322","KARNATAKA BANK LTD."
$1714.00,$3769.00,30-6-2019 0:00:00,$4568.00,"CHEQUE","772323","KARNATAKA BANK LTD."
$1715.00,$3770.00,30-6-2019 0:00:00,$78205.00,"CHEQUE","772324","KARNATAKA BANK LTD."
$1716.00,$3771.00,2-5-2019 0:00:00,$1708.00,"CHEQUE","772325","KARNATAKA BANK LTD."
$1369.00,$3424.00,4-5-2019 0:00:00,$3000.00,"CHEQUE","330379","KARNATAKA BANK LTD."
